,fire_size,fire_cause,latitude,longitude,state,discovery_month,putout_time,year
1634,8.25,Lightning,32.85722222,-108.8655556,NM,Jun,8,2007
1635,1.0,Arson,34.78437471,-88.23626317,MS,Feb,0,1995
1639,2.0,Utilities,38.78,-99.56,KS,Sep,0,2015
1642,6.78,Utilities,32.12529791,-83.78150273,GA,May,0,2012
1643,14.3,Lightning,40.5375,-110.1622,UT,Aug,3,2012
1650,1.0,Debris Burning,33.28314428,-89.30941383,MS,Mar,0,1998
1664,0.86,Arson,40.8301,-73.0211,NY,Jul,36,2014
1669,1.0,Lightning,34.1184,-110.4423,AZ,Jul,1,1996
1673,12.0,Utilities,31.165,-89.14,MS,Feb,1,1996
1677,120.0,Utilities,33.77845,-117.459261,CA,Aug,0,1998
1688,3.5,Accidental,47.38306,-95.49222,MN,Apr,0,2010
1694,3.0,Debris Burning,34.13116667,-78.85683333,NC,Jul,0,2013
1695,1.06,Debris Burning,31.45949288,-84.51523117,GA,May,0,2011
1705,5.0,Debris Burning,30.925,-85.5009,FL,Jan,0,2014
1707,4.0,Lightning,43.26661,-116.12597,ID,Aug,0,1994
1710,30.0,Utilities,39.175,-119.83,NV,Oct,0,1995
1711,4.0,Debris Burning,35.01218333,-84.25651666,NC,Apr,0,2014
1713,3.0,Arson,38.85449901,-79.83531315,WV,Apr,0,1998
1714,2.0,Arson,35.8506,-85.173683,TN,Mar,0,2013
1717,3.0,Utilities,37.99803165,-80.8932798,WV,Apr,0,2003
1718,1.0,Arson,35.64444,-106.72669,NM,Jun,1,2010
1719,250.0,Lightning,33.4001,-103.7172,NM,Apr,0,1994
1731,4.0,Debris Burning,31.6923634,-89.84925209,MS,Mar,0,1998
1737,1.03,Arson,47.35444444,-94.17194444,MN,Apr,0,2005
1753,5.0,Arson,33.663548,-87.04894399999999,AL,Jan,0,2008
1754,3.75,Arson,41.586832,-74.19917571,NY,May,0,2001
1755,1.5,Lightning,47.55,-109.5841,MT,Jun,0,1994
1761,1.89,Debris Burning,32.35810278,-84.20607778,GA,Mar,0,2014
1762,2.0,Lightning,39.06333333,-104.9327778,CO,Jun,1,2004
1772,1.0,Lightning,41.338,-109.3985,WY,Aug,0,1997
1776,5.0,Debris Burning,35.2078,-87.971067,TN,Mar,0,2014
1791,200.0,Arson,47.9875,-99.0296,ND,Oct,1,1999
1792,15.0,Debris Burning,31.26656944,-84.876375,GA,Mar,0,2015
1794,0.66,Debris Burning,32.91407029,-84.56089574,GA,Aug,0,2011
1795,1.5,Debris Burning,26.2275,-98.35555556,TX,Jun,1,2004
1797,15.0,Lightning,32.89211667,-94.68493333,TX,Jun,0,2011
1801,15.0,Arson,31.64687026,-90.12721091,MS,Feb,0,1996
1802,0.55,Accidental,33.6413,-83.9524,GA,Jul,0,1995
1806,1.0,Debris Burning,33.05585364,-88.95578915,MS,Jan,0,1995
1811,1.2,Utilities,41.61869,-87.18137,IN,Sep,0,1995
1817,4.0,Accidental,35.0856,-108.7867,NM,Jul,0,1997
1818,150.0,Lightning,41.7,-117.48333329999998,NV,Jul,1,1994
1819,3.0,Debris Burning,33.587684499999995,-86.3352112,AL,Mar,0,2011
1821,10.0,Debris Burning,33.904513,-86.350371,AL,Dec,0,2006
1834,2.0,Debris Burning,33.506649,-81.134491,SC,Feb,0,2015
1835,10.0,Lightning,63.6828,-151.0856,AK,Jun,92,1993
1837,1.2,Lightning,44.73,-101.8288,SD,Aug,0,2006
1852,10.0,Arson,41.995131,-122.603839,CA,Oct,2,2003
1855,19520.0,Lightning,45.27,-114.805,ID,Aug,91,2007
1856,50.0,Debris Burning,37.3789,-83.58984,KY,Oct,0,2008
1861,90.0,Lightning,39.0636,-109.1575,UT,Jul,3,2009
1864,4.01,Debris Burning,34.096418,-92.061036,AR,Sep,0,2015
1878,5.63,Debris Burning,31.67583333,-92.85027778,LA,Feb,0,2015
1881,1.0,Lightning,26.5983,-81.37899999999999,FL,Jul,0,2015
1882,2.0,Arson,34.65,-94.705,OK,Mar,0,1995
1886,5.4,Arson,33.226662,-79.94388599999999,SC,Feb,1,2012
1898,170.0,Debris Burning,36.90167,-84.94834,KY,Nov,0,2011
1906,10.0,Debris Burning,30.5347,-87.4156,FL,Feb,0,2011
1909,792.0,Debris Burning,36.4347,-96.0783,OK,Apr,1,2008
1913,7.0,Debris Burning,35.61921666,-94.79961669,OK,Aug,0,2011
1920,0.9,Debris Burning,31.653,-84.2767,GA,Mar,0,1997
1923,110.3,Lightning,41.1567,-116.0739,NV,Jul,12,2007
1924,9.0,Lightning,33.86076,-93.9566,AR,Aug,0,2011
1926,12.0,Arson,29.6254,-83.2385,FL,Mar,0,2011
1932,1.0,Arson,30.99386234,-89.33860563,MS,Nov,0,1994
1939,2.43,Debris Burning,31.6625,-84.77501944,GA,Jan,0,2015
1942,1.12,Arson,34.1215,-84.7566,GA,May,0,1992
1945,4.0,Arson,47.975,-98.8296,ND,Apr,0,1998
1953,8.4,Arson,31.5493,-81.4545,GA,Sep,0,1994
1955,0.8,Arson,47.8692,-95.1805,MN,Mar,0,2012
1959,3.0,Arson,34.31863882,-84.89151561,GA,Aug,0,2002
1962,1.0,Debris Burning,47.60666667,-115.22,MT,Mar,0,1995
1971,16.0,Lightning,32.091359999999995,-96.95972,TX,Oct,0,2011
1974,0.8,Lightning,33.78555556,-108.70166670000002,NM,Jun,1,1999
1977,4.0,Arson,34.70915398,-89.4465169,MS,Sep,0,1998
1985,2.0,Debris Burning,47.17398,-121.05123,WA,May,10,2008
1986,3.0,Debris Burning,35.9667,-110.584,AZ,Mar,0,1996
1988,0.98,Arson,32.3893,-81.58800000000001,GA,May,0,2002
1989,6.0,Utilities,33.716111100000006,-116.871111,CA,May,0,2010
1997,2.0,Debris Burning,37.83625,-85.54896,KY,Mar,0,2011
1999,6.0,Lightning,31.70405,-95.31631667,TX,Jul,0,2013
2000,1.9,Lightning,33.93,-109.9207,AZ,Aug,0,1996
2002,0.74,Debris Burning,34.7386,-84.8854,GA,Mar,0,1994
2005,5.0,Utilities,35.7619444,-106.598333,NM,May,11,2010
2007,2.0,Debris Burning,40.7184,-75.0295,NJ,Apr,12,2013
2012,1.0,Lightning,33.0123,-105.428,NM,Jul,0,2002
2015,1.0,Utilities,46.6711,-92.5881,MN,Apr,0,2012
2019,4.0,Debris Burning,37.6,-97.52,KS,Feb,0,2015
2023,6.0,Arson,38.09469758,-81.18977161,WV,Apr,0,2013
2026,1.0,Accidental,47.8666,-95.1336,MN,Mar,0,1995
2027,130.0,Debris Burning,45.2155,-107.6201,MT,Oct,0,2003
2028,1.1,Debris Burning,31.46638889,-82.23573056,GA,Jan,0,2013
2032,15.04,Debris Burning,32.32505456,-81.89207404,GA,Feb,0,2012
2041,1.0,Debris Burning,37.112967,-121.688667,CA,Oct,0,2011
2042,10.0,Debris Burning,33.783333,-79.683334,SC,Jan,0,2013
2043,1.0,Lightning,46.76,-121.255,WA,Jul,8,1994
2056,5.0,Debris Burning,35.57558333,-94.92695001,OK,Mar,0,2011
2059,2.0,Debris Burning,43.0083,-108.8354,WY,Apr,0,1996
2061,47.0,Debris Burning,33.1667,-116.6342,CA,Jan,1,1992
2062,1.0,Arson,43.61833333,-115.96833329999998,ID,Aug,0,1994
2066,0.64,Arson,42.15955068,-76.09941131,NY,Apr,0,2008
2070,1.0,Arson,34.762455,-82.355736,SC,Nov,0,2012
2084,8.0,Debris Burning,37.39453,-84.42578,KY,Nov,0,2007
2089,1390.0,Lightning,37.70666667,-111.8302778,UT,Aug,63,2007
2091,2.86,Debris Burning,31.0704,-84.814,GA,Jan,0,1994
2100,5.0,Debris Burning,42.02514,-77.34664056,NY,Mar,0,2006
2101,2.7,Debris Burning,48.35331,-119.20617,WA,Feb,0,2015
2108,1.0,Debris Burning,32.26045515,-94.21443691,TX,Feb,0,2009
2116,12.0,Lightning,33.23333333,-108.875,NM,May,1,1993
2118,2.0,Lightning,40.95655,-120.92275,CA,Aug,0,1999
2119,10.0,Lightning,37.1983,-108.7307,CO,Jun,0,2001
2122,2.0,Arson,39.49388889,-123.0936111,CA,Sep,6,1998
2124,1.0,Lightning,33.585,-109.4733333,AZ,Jul,2,1998
2125,5.0,Lightning,45.3166,-108.584,MT,Jul,2,1996
2128,1.0,Utilities,30.5069631,-88.95722031,MS,Jul,0,2014
2129,15.0,Debris Burning,37.56805556,-91.37972222,MO,Mar,0,2007
2133,1.0,Arson,34.57553,-92.42013,AR,Nov,0,2012
2135,3.0,Arson,48.1225,-95.5536,MN,Apr,0,2008
2138,15.0,Arson,33.3167,-110.4342,AZ,May,2,2005
2143,1.0,Debris Burning,43.2089,-102.7844,SD,Feb,0,2012
2144,4.0,Debris Burning,33.830509,-80.029747,SC,Feb,0,2013
2148,2.44,Arson,42.7607135,-73.68761498,NY,Apr,0,2006
2157,2.0,Accidental,33.34583333,-97.59583333,TX,Mar,1,2005
2164,5.2,Accidental,45.65773737,-85.00614278,MI,May,0,1995
2168,4.0,Arson,41.0481,-123.6728,CA,Jul,0,2014
2180,6.25,Arson,33.8988,-85.2288,GA,Nov,0,1993
2184,27.0,Arson,36.72,-84.34166667,KY,Mar,0,1995
2188,5.0,Debris Burning,37.46199,-83.73336,KY,Mar,0,2008
2189,15.0,Arson,31.32968688,-89.67266155,MS,Nov,0,1992
2195,1.0,Accidental,31.42833333,-110.4505556,AZ,May,0,2007
2201,1.5,Debris Burning,43.13635691,-73.66721020000001,NY,May,0,2007
2202,40.0,Arson,34.7875,-95.83444444,OK,Jul,0,2012
2203,1.5,Debris Burning,30.3864,-82.2025,FL,Dec,0,2010
2205,30.0,Arson,28.2821,-81.9995,FL,May,0,2013
2215,1.0,Debris Burning,32.96027,-81.264839,SC,Jun,0,2011
2223,2.0,Accidental,33.811246999999995,-87.189757,AL,May,0,2005
2231,1.5,Lightning,42.88333333,-122.6833333,OR,Aug,1,2013
2232,1.5,Debris Burning,47.8744,-94.9836,MN,Apr,0,2004
2234,5.0,Arson,27.8586,-80.5224,FL,Oct,0,2010
2235,1.5,Arson,47.8806,-94.8939,MN,Apr,0,2015
2238,18.9,Debris Burning,35.03595,-88.91901700000001,TN,Mar,0,2010
2242,10.0,Arson,33.942454,-85.401729,AL,Mar,0,2005
2261,120.0,Debris Burning,36.5972,-96.3836,OK,Mar,0,2007
2268,3.0,Lightning,48.22333333,-115.9883333,MT,Jul,0,1994
2270,2.5,Lightning,34.5,-104.066667,NM,Jul,0,2011
2273,64.0,Lightning,43.23469,-115.95306,ID,Jul,1,2000
2286,4.0,Arson,35.71098,-94.52912,OK,Feb,0,2014
2292,1.0,Arson,45.6916,-107.5312,MT,Mar,0,1999
2300,4.0,Arson,41.0332,-123.6512,CA,Jul,0,1999
2301,4.0,Lightning,28.9279,-81.1449,FL,Jul,0,2015
2302,2.0,Arson,31.03416667,-89.03361111,MS,Nov,3,1999
2304,4.86,Arson,34.4644,-84.9869,GA,Mar,0,2000
2308,1.48,Lightning,42.50495224,-77.38420621,NY,Apr,0,2005
2311,18.0,Debris Burning,34.0573,-91.77501,AR,Feb,0,2011
2314,1.0,Arson,32.60014542,-89.58291425,MS,Mar,0,1997
2317,13804.0,Lightning,32.2834,-107.1672,NM,Jun,18,1994
2326,5.0,Lightning,35.5603,-101.7264,TX,Jul,0,1997
2327,5.0,Debris Burning,45.5386,-97.0623,SD,Apr,0,2001
2328,2.0,Arson,46.3886,-100.5875,ND,Mar,0,2008
2329,5.0,Debris Burning,35.46692,-83.38553,NC,May,1,2008
2346,3.0,Debris Burning,34.342422,-80.092033,SC,May,0,2014
2348,5.0,Debris Burning,38.26505,-83.35645,KY,Oct,0,2008
2355,40.0,Lightning,27.1714,-80.3775,FL,Jul,0,2010
2356,15.0,Arson,31.238000000000003,-88.014,AL,Dec,0,2006
2357,4.0,Arson,35.7083,-94.6808,OK,Mar,0,2010
2360,30.0,Debris Burning,31.23718333,-95.52326667,TX,Nov,0,2014
2362,2.0,Accidental,44.14166667,-86.39166667,MI,Sep,0,1996
2363,3.0,Utilities,35.7055,-92.5757,AR,Mar,0,2014
2368,1.5,Lightning,34.06833333,-108.5841667,NM,Aug,2,2000
2371,60.0,Lightning,39.8417,-119.4422,NV,Sep,0,2011
2374,1.0,Debris Burning,30.0086,-82.9029,FL,Jan,0,2012
2378,1.0,Arson,32.84175,-94.92268333,TX,Jul,0,2012
2380,10.0,Lightning,42.24987,-103.6862,NE,May,0,2012
2382,14.5,Accidental,43.82172,-85.39404,MI,Apr,0,2002
2385,20.0,Debris Burning,37.225640000000006,-83.24089000000001,KY,Oct,1,2008
2391,2.0,Arson,40.584779,-73.884935,NY,Feb,0,1993
2397,1.0,Accidental,42.9976765,-108.4241167,WY,Aug,0,2003
2398,2.2,Lightning,42.119519200000006,-76.27966916,NY,Apr,0,2006
2405,1.5,Debris Burning,31.1552,-82.0578,GA,May,0,1994
2407,2.5,Lightning,45.29222222,-117.7013889,OR,Jul,4,2006
2415,4.13,Debris Burning,30.9504,-84.6535,GA,Nov,0,1992
2416,1.13,Debris Burning,31.1552,-81.9379,GA,Mar,0,1995
2420,20.0,Arson,31.0117335,-89.32107718,MS,Feb,0,1995
2421,1.0,Debris Burning,31.93683102,-89.63419443,MS,Jul,0,1996
2428,3.04,Arson,32.4756,-83.7519,GA,Mar,0,1996
2435,15.0,Lightning,35.66166667,-106.5566667,NM,Jun,1,1992
2436,57.7,Utilities,42.8692,-113.7228,ID,Jul,4,2005
2438,2.0,Utilities,33.436598,-86.157604,AL,Apr,0,2006
2440,2.5,Arson,26.7213,-81.2184,FL,Oct,0,2013
2443,1.0,Debris Burning,35.42,-106.4519,NM,Mar,0,2008
2445,16.0,Debris Burning,38.78046069,-82.14759424,WV,Jul,1,1999
2453,0.65,Debris Burning,31.1903,-84.5752,GA,Feb,0,2000
2456,1.0,Debris Burning,34.866001000000004,-87.718179,AL,Feb,0,2005
2468,2.0,Accidental,37.903220000000005,-83.30923,KY,Apr,0,2009
2469,37.0,Arson,31.42706428,-89.00391058,MS,Feb,0,1993
2470,1.85,Accidental,30.9161,-84.6333,GA,Feb,0,2001
2471,18.17,Arson,34.1216,-85.1902,GA,Nov,0,2001
2473,1.5,Debris Burning,44.30278124,-75.79840491,NY,Apr,0,2008
2474,2.0,Lightning,41.0962,-109.213797,WY,Sep,4,2007
2477,2.5,Debris Burning,29.09666667,-81.84833333,FL,Feb,0,2000
2478,1.5,Arson,41.7031,-120.2078,CA,Oct,1,2009
2488,6.0,Accidental,36.15235,-81.64301666,NC,May,0,2014
2489,1.0,Arson,31.176093100000003,-90.78489848,MS,Aug,0,1999
2492,1.0,Lightning,45.5442,-104.0653,MT,Aug,0,2005
2496,7.0,Arson,30.08833333,-84.62666667,FL,May,0,1998
2497,1.0,Arson,42.177,-77.125,NY,Mar,0,2012
2499,60.0,Lightning,32.9117,-105.0403,NM,Jul,2,2011
2500,10.0,Arson,36.4976,-84.0349,TN,Nov,0,2009
2501,5.0,Arson,39.45583333,-122.9402778,CA,Oct,0,1996
2513,39.0,Arson,34.93166667,-83.54861111,GA,Mar,2,2007
2516,35.0,Accidental,46.88333474,-67.93333373,ME,May,0,1993
2521,9.0,Lightning,39.3666,-108.584,CO,Aug,2,1994
2525,5.0,Lightning,45.425,-106.2266667,MT,Jun,0,1993
2527,12.0,Utilities,38.95111111,-120.4336111,CA,Jul,0,2003
2533,35.0,Utilities,43.0166,-115.6842,ID,Jun,0,1995
2534,150.0,Arson,35.3186,-95.82,OK,Apr,0,2006
2547,275.0,Debris Burning,38.38472222,-76.03805556,MD,Feb,0,2008
2553,3.0,Arson,44.2106,-99.7886,SD,Mar,0,2012
2560,1.0,Debris Burning,41.11917,-75.33166999999999,PA,Apr,0,2012
2569,33362.6,Lightning,64.1719,-156.6764,AK,Jun,59,2015
2570,137.0,Debris Burning,32.4584,-83.5088,GA,Feb,0,2002
2571,8.0,Lightning,41.13055556,-120.7888889,CA,Jul,1,1999
2572,1.25,Debris Burning,41.49681815,-74.92907746,NY,Nov,0,2004
2578,5.0,Arson,31.63843289,-89.94864938,MS,May,0,1998
2579,56.0,Arson,35.983867,-118.8871,CA,Jul,0,2010
2583,363.0,Utilities,45.2397,-100.984,SD,Aug,0,2012
2595,0.6,Arson,43.2342,-116.035,ID,Jul,0,2011
2598,15.0,Arson,31.51356094,-90.14543436,MS,Mar,0,1994
2600,1.0,Debris Burning,31.05511933,-84.23353313,GA,Mar,0,2012
2605,1.0,Debris Burning,34.37859,-93.43385,AR,Jun,0,2012
2607,1.0,Arson,34.62738681,-88.43891128,MS,Feb,0,1992
2611,5.0,Arson,33.13323283,-89.08168095,MS,Feb,0,1999
2613,0.9,Arson,35.7331,-94.54,OK,Jan,0,2015
2615,2.0,Lightning,36.4634,-105.4647,NM,Aug,0,2000
2621,35.0,Accidental,42.0372,-96.2847,NE,Apr,0,2002
2622,1.0,Arson,35.080833,-87.230583,TN,Nov,0,2013
2630,5.6,Arson,30.0444,-81.5845,FL,Apr,0,2012
2648,224.0,Arson,37.30563104,-81.80807305,WV,Nov,1,2012
2650,1000.0,Lightning,45.46222222,-114.6616667,ID,Jul,93,2000
2654,10.0,Arson,32.906063,-80.689079,SC,Apr,0,2014
2657,0.75,Lightning,43.16222222,-122.7361111,OR,Aug,1,2014
2659,1.0,Accidental,47.8666,-95.1336,MN,May,0,1996
2660,1.0,Utilities,34.346789,-116.51735,CA,Jun,0,1998
2661,2.0,Debris Burning,35.369767,-88.983783,TN,Mar,0,2013
2665,40.0,Arson,33.02831,-85.2568,AL,Mar,0,2006
2667,2.0,Debris Burning,46.30575581,-94.22728847,MN,May,0,2014
2674,30.0,Arson,35.5,-84.00833333,TN,Apr,0,1997
2679,2.0,Debris Burning,31.579199600000003,-89.72248144,MS,Mar,0,2013
2682,26.0,Debris Burning,34.03226,-91.92313,AR,Sep,0,2015
2687,5.0,Accidental,34.17527778,-118.0708333,CA,Jul,0,2008
2692,50.3,Debris Burning,31.57602318,-82.83308319,GA,Mar,0,2011
2693,1.0,Accidental,39.33777778,-122.7461111,CA,Oct,0,1999
2708,0.8,Accidental,48.1156,-105.1758,MT,Jun,0,2012
2712,6.4,Lightning,31.56438218,-84.9359075,GA,Jun,0,2011
2714,13.0,Debris Burning,47.8666,-95.2003,MN,Mar,0,1995
2715,1.0,Arson,34.69626279,-88.50013052,MS,Feb,0,1996
2722,140.0,Accidental,36.7833,-108.684,NM,Mar,0,2000
2725,1.0,Lightning,35.94444444,-106.7194444,NM,Jun,1,2006
2736,2.0,Debris Burning,36.25438333,-79.65645,NC,Nov,0,2013
2740,3.0,Utilities,43.24667,-115.86529,ID,Aug,0,1992
2746,613.0,Arson,31.02166667,-92.97333333,LA,Feb,0,1992
2747,1.0,Accidental,36.94148,-84.6054,KY,Feb,0,2002
2749,1.0,Debris Burning,39.162477,-121.204498,CA,Feb,0,2015
2750,20.0,Debris Burning,34.48924169,-89.74746194,MS,Mar,0,1995
2751,1.0,Debris Burning,35.817833,-88.374,TN,Jun,0,2007
2753,20.0,Lightning,26.0987,-81.6515,FL,Jul,0,2014
2757,446.0,Lightning,34.09183334,-94.71716665,OK,Sep,0,2011
2765,3.98,Utilities,30.9847,-84.7534,GA,Jan,0,1996
2766,35.0,Arson,36.00046667,-94.75208333,OK,Mar,0,2009
2769,16.0,Debris Burning,34.14079151,-90.57996921,MS,Oct,0,1995
2774,2.0,Accidental,31.36248939,-89.67220826,MS,Dec,0,2014
2781,20.0,Debris Burning,34.53838159,-89.90902009,MS,Aug,0,1998
2786,1.0,Accidental,37.812540000000006,-83.85611,KY,Sep,0,2008
2787,2.0,Debris Burning,35.17505,-89.36079000000001,TN,Feb,0,2007
2788,0.75,Debris Burning,32.298,-109.8729,AZ,May,0,2013
2793,46.0,Debris Burning,31.421388,-85.646199,AL,Feb,0,2009
2795,1.0,Lightning,31.87072222,-95.57558333,TX,Aug,0,2012
2802,30.0,Arson,34.50782242,-88.6598252,MS,Mar,0,1993
2803,4.0,Lightning,32.735,-110.0133333,AZ,May,2,1997
2809,4.0,Debris Burning,45.94589324,-94.72884176,MN,Apr,0,2011
2816,1.0,Debris Burning,35.3032,-79.10258333,NC,Dec,0,2012
2817,1.0,Lightning,65.5039,-146.0283,AK,May,1,2011
2823,16.3,Accidental,42.12926183,-74.78514612,NY,Apr,0,2006
2830,3.0,Arson,31.08333333,-89.01,MS,Apr,1,1996
2832,3.8,Debris Burning,33.74891667,-83.35502778,GA,Nov,0,2013
2833,8.0,Lightning,43.2903,-102.2754,SD,Jul,0,2001
2837,15.2,Arson,33.646283000000004,-116.1289,CA,Jun,0,2013
2838,4.83,Debris Burning,33.34894722,-82.04959167,GA,Jan,0,2013
2849,2.0,Debris Burning,35.48665,-94.37261,AR,Mar,0,2014
2859,3.17,Arson,32.3378,-81.5277,GA,Mar,0,2002
2860,1.0,Lightning,44.62361111,-118.4905556,OR,Aug,2,2014
2864,3.0,Lightning,42.3499,-111.8841,ID,Jul,0,1996
2866,30.0,Lightning,36.06861111,-106.8847222,NM,Aug,28,2000
2872,3.8,Debris Burning,32.470553499999994,-83.34063456,GA,Aug,0,2011
2878,479.0,Debris Burning,35.2078,-96.4908,OK,Feb,3,2008
2887,4.0,Utilities,43.41228,-106.28533,WY,Sep,0,2011
2902,2.71,Debris Burning,31.139,-84.8745,GA,Jan,0,2001
2905,10204.0,Lightning,38.7514,-112.7089,UT,Jul,16,2006
2919,1.68,Accidental,42.71629805,-73.82677921,NY,Apr,0,2006
2924,240.0,Lightning,34.94547,-108.11457,NM,Jul,4,1994
2932,0.7,Lightning,44.4952778,-122.181389,OR,Aug,0,2010
2934,7.5,Arson,34.937,-106.7025,NM,Oct,1,2006
2940,0.94,Debris Burning,32.1841,-83.4499,GA,May,0,1994
2942,3.0,Arson,34.252838,-88.099506,AL,Nov,0,2003
2948,3.2,Debris Burning,47.0227,-112.1549,MT,Apr,0,2009
2951,1.0,Debris Burning,33.1351,-111.9707,AZ,Jul,0,1993
2960,1.0,Accidental,48.1461,-104.9175,MT,Mar,0,1992
2966,103.0,Arson,33.33333333,-86.09027778,AL,Jul,0,2000
2968,1.26,Arson,33.4874,-85.2852,GA,Nov,0,1994
2970,35.0,Utilities,42.70729065,-102.5687485,NE,Aug,0,2011
2971,22.57,Debris Burning,31.7047,-85.0205,GA,Oct,1,1993
2975,4.14,Debris Burning,32.34950278,-83.94634444,GA,Jan,0,2013
2976,1.0,Arson,31.27451644,-89.67882455,MS,May,0,1994
2979,144.0,Lightning,30.46361111,-95.66805556,TX,Jul,0,2000
2984,31.5,Lightning,42.8449,-117.0432,OR,Aug,1,2003
2985,7.0,Arson,47.9917,-99.0421,ND,Apr,0,1995
2986,160.0,Lightning,41.0827,-117.2846,NV,Jul,0,1997
2994,30.0,Lightning,43.63141,-102.56404,SD,Sep,0,2000
3007,1.0,Arson,29.17333333,-81.85166667,FL,Jun,0,1998
3009,1.0,Lightning,37.34277778,-107.32916670000002,CO,Aug,6,2003
3010,7.0,Lightning,43.9191,-117.1518,OR,Aug,1,1998
3012,1.0,Lightning,42.341,-110.4549,WY,Sep,1,1996
3016,1.0,Arson,31.59992703,-89.82944029999999,MS,Oct,0,1997
3019,3.6,Utilities,37.1241667,-101.909444,KS,Mar,0,2010
3022,2.0,Debris Burning,48.3032,-118.2094,WA,Jul,0,1992
3027,4.13,Arson,34.2926,-83.7851,GA,Feb,0,2000
3028,1.0,Accidental,33.138225,-83.20430556,GA,Oct,0,2012
3030,1.0,Lightning,46.5053,-106.2939,MT,Aug,0,2005
3036,5.0,Arson,34.60666667,-89.205,MS,Feb,0,1996
3038,1.0,Accidental,37.46,-97.2,KS,Jan,0,2015
3039,0.94,Debris Burning,34.1558,-84.8807,GA,Oct,0,1996
3042,90.0,Arson,32.21026768,-88.44744902,MS,Mar,0,1993
3044,19.0,Debris Burning,31.14694444,-94.88,TX,Feb,1,2006
3045,15.0,Arson,33.378313,-86.176687,AL,Mar,0,2004
3050,9.0,Arson,33.9,-116.73,CA,Jun,0,1996
3058,6.0,Arson,32.95931692,-89.47944081,MS,Sep,0,1999
3059,2.0,Arson,33.675256,-85.352601,AL,May,0,2007
3060,1.0,Utilities,44.30167,-121.59028,OR,Aug,0,2015
3061,50.0,Arson,31.51354219,-90.15145376,MS,Feb,0,1993
3065,1.0,Debris Burning,47.8777,-94.9308,MN,Apr,0,2003
3079,82.0,Debris Burning,33.05144624,-89.89420522,MS,Mar,0,1993
3084,3.0,Lightning,45.105,-101.9321,SD,Jul,0,2000
3085,1.0,Debris Burning,35.452617,-88.31517,TN,Mar,0,2010
3089,6.0,Arson,31.4178674,-90.27076786,MS,Sep,0,1995
3090,1.0,Lightning,48.99,-114.8333333,MT,Sep,1,1995
3097,33.0,Arson,35.624333,-88.50433000000001,TN,Feb,0,2007
3107,1430.0,Lightning,46.7175,-115.1875,ID,Aug,50,2006
3109,1.0,Arson,35.0647,-98.6386,OK,Jul,1,2011
3116,5.0,Lightning,45.26,-106.37166670000002,MT,Jul,1,1996
3118,5.0,Accidental,43.2,-102.7852,SD,Jul,0,2002
3119,5.0,Debris Burning,36.77372,-85.60385,KY,Apr,0,2008
3129,15.0,Arson,35.02591666,-79.35211666,NC,Feb,0,2010
3151,0.78,Debris Burning,33.8644,-85.0019,GA,Mar,0,1994
3160,27.5,Arson,36.47,-85.01,TN,Nov,0,2005
3162,58.9,Debris Burning,38.38206513,-76.07179884,MD,Feb,0,2014
3165,1.06,Debris Burning,34.05221111,-83.98704722,GA,Feb,0,2015
3178,2.0,Debris Burning,41.28116226,-101.595726,NE,Apr,0,2011
3180,4.0,Accidental,44.73206595,-88.86094451,WI,Apr,0,1994
3183,0.95,Debris Burning,32.0301,-84.1971,GA,Apr,0,2002
3185,1.8,Arson,30.9516,-86.8992,FL,Jan,0,2012
3194,1.5,Arson,33.3834,-110.434,AZ,Jun,0,1993
3202,1.7,Debris Burning,30.896,-94.3745,TX,Aug,0,2015
3203,4.0,Debris Burning,38.5419,-83.0942,KY,Mar,0,2015
3205,12.0,Debris Burning,37.24060059,-84.83075714,KY,Apr,0,2013
3213,4.0,Lightning,39.90024,-112.5625,UT,Aug,2,1999
3214,5.0,Lightning,41.62833333,-119.24,NV,Jul,0,2001
3215,0.8,Lightning,45.37666667,-118.4783333,OR,Sep,0,1995
3216,3.7,Accidental,32.603,-83.37952778,GA,Feb,0,2014
3220,4.0,Arson,33.69237116,-112.1151035,AZ,Jun,0,1995
3224,5.8,Lightning,33.44733,-105.14394,NM,Jun,0,2012
3233,10137.0,Lightning,44.90027778,-118.2938889,OR,Jul,26,1996
3237,15.0,Debris Burning,32.86559942,-88.89471407,MS,Feb,0,1994
3242,1.0,Debris Burning,42.2501,-73.7704,NY,May,0,2015
3245,1475.2,Debris Burning,36.4197,-96.408,OK,Mar,6,2010
3246,5.5,Debris Burning,32.08247222,-84.59413889,GA,Mar,0,2013
3251,1.5,Debris Burning,42.15206963,-78.94608243,NY,Apr,0,2006
3260,2.0,Lightning,48.08833333,-113.63,MT,Jul,1,1994
3261,25.0,Utilities,43.49749,-116.2538,ID,Oct,0,1999
3267,2.0,Utilities,33.76911,-94.40769,AR,Aug,0,2011
3270,5.0,Utilities,32.226308,-85.545015,AL,Mar,0,2005
3273,2.0,Arson,32.7797,-89.2686,MS,Oct,0,2015
3274,23.0,Lightning,64.9494,-156.8858,AK,Jun,2,1997
3277,2.0,Arson,42.1119,-96.3742,NE,Mar,0,2005
3284,5.0,Lightning,39.9814,-108.1723,CO,Jul,3,2001
3288,3.0,Arson,41.4416675,-73.5943189,NY,Apr,0,2009
3292,4.0,Arson,34.4834,-94.6836,OK,Dec,0,1995
3293,3.0,Arson,37.73666005,-81.08548370000001,WV,Apr,0,2012
