,fire_size,fire_cause,latitude,longitude,state,discovery_month,putout_time,year
44953,3.0,Debris Burning,31.95513862,-88.84166223,MS,Apr,0,2014
44959,234.0,Lightning,32.5003,-108.7203,NM,Jul,1,2007
44966,3.7,Lightning,44.11194444,-103.58361109999998,SD,Aug,1,2007
44967,3.0,Debris Burning,34.35479,-80.532974,SC,Feb,0,2011
44971,1.5,Arson,42.47798579999999,-73.37497473,NY,Apr,0,2008
44993,10.0,Lightning,41.1182,-116.7401,NV,Jun,1,2004
44994,16.0,Lightning,34.54777778,-111.9663889,AZ,Jul,2,2005
44995,4.0,Debris Burning,48.84615808,-95.83136492,MN,Nov,0,2011
44996,10.0,Lightning,44.57931532,-106.0985188,WY,Aug,0,2008
45006,180.0,Utilities,42.6999,-111.9008,ID,Apr,0,1992
45009,10.0,Arson,33.786724,-80.425957,SC,May,0,2011
45011,19.0,Arson,37.58052504,-81.79751241,WV,Nov,0,2004
45016,13.0,Arson,39.15573097,-78.86321957,WV,Apr,1,2012
45018,3.0,Utilities,31.078086,-87.420376,AL,Jun,0,2008
45024,2.0,Arson,34.9355,-96.5286,OK,Nov,0,2007
45026,2.0,Debris Burning,34.422931,-87.275464,AL,Oct,0,2005
45028,19.0,Accidental,42.175364,-88.02304000000001,IL,Jul,0,2012
45031,1.0,Arson,30.800386,-88.234134,AL,Nov,0,2007
45045,0.6,Arson,33.1667,-116.6509,CA,Aug,0,1992
45050,0.8,Lightning,48.73,-117.14166670000002,WA,Aug,0,1994
45053,7.0,Debris Burning,31.21833333,-94.38833333,TX,Jan,0,1996
45054,270.0,Accidental,35.04777778,-83.45222222,NC,Mar,2,2009
45060,392.0,Arson,31.0766667,-89.0972222,MS,Mar,4,2010
45062,2.0,Debris Burning,31.32546738,-88.63096595,MS,Apr,0,1998
45065,3.0,Arson,33.716667,-79.400002,SC,Apr,0,2014
45069,150.0,Debris Burning,43.4719,-108.1776,WY,Jul,0,1992
45076,0.6,Debris Burning,34.61014745,-83.41733028,GA,May,0,2011
45079,10.0,Arson,37.81194444,-118.7233333,CA,Jul,10,2005
45081,1.0,Accidental,33.915,-109.9373,AZ,Apr,0,1997
45083,1.0,Lightning,36.26666667,-118.54,CA,Jun,0,1992
45086,0.59,Arson,34.78879534,-84.44360921,GA,Nov,0,2002
45087,6.0,Debris Burning,46.4166,-116.7843,ID,Mar,0,2001
45091,15.0,Debris Burning,32.70396953,-89.94250002,MS,Aug,0,1998
45100,1.0,Lightning,39.62068,-112.2559,UT,Aug,1,1999
45101,100.0,Arson,37.95956463,-81.81120153,WV,Nov,1,2012
45102,3.0,Arson,45.444611,-93.666528,MN,Apr,0,1995
45105,65.0,Debris Burning,38.98,-95.12,KS,Mar,0,2015
45110,2.0,Debris Burning,37.07,-94.64,KS,Mar,0,2015
45114,100.0,Utilities,37.164053,-120.53726,CA,Jun,0,2001
45116,460.0,Utilities,48.6525,-102.53,ND,Apr,0,1997
45117,5.0,Arson,64.0163,-146.3023,AK,Apr,21,1997
45119,2.0,Lightning,46.98361111,-113.96666670000002,MT,Aug,3,2003
45133,0.74,Debris Burning,31.58093943,-84.74168109,GA,Apr,0,2011
45161,0.8,Debris Burning,32.801,-82.7236,GA,Apr,0,1996
45162,10.0,Arson,33.075333,-80.642715,SC,May,0,2014
45165,3.5,Accidental,44.18833333,-115.5883333,ID,Oct,1,1998
45176,6.0,Debris Burning,35.7919,-94.55835,OK,Jan,0,2014
45184,6.0,Arson,37.26817612,-81.19218915,WV,Apr,0,1995
45185,0.7,Arson,33.9584,-110.339,AZ,Apr,0,1999
45187,10.0,Arson,30.479609000000004,-88.368619,AL,Mar,0,2004
45196,858.9,Lightning,45.92833333,-114.6361111,ID,Aug,63,2005
45197,2.0,Debris Burning,37.13526917,-83.41251373,KY,Apr,0,2013
45209,9.0,Arson,38.60555556,-82.70583333,OH,Nov,0,2014
45212,1.0,Debris Burning,32.59783333,-94.37763333,TX,Aug,0,2010
45215,1.0,Debris Burning,33.47334,-92.86504,AR,Mar,0,2015
45221,1.0,Utilities,31.28955154,-94.87697537,TX,Feb,0,2011
45231,3.0,Accidental,33.74045215,-88.84905309999999,MS,Sep,0,1993
45232,3.5,Lightning,35.18333333,-108.1355556,NM,May,1,1999
45237,1.0,Lightning,34.66666667,-112.2116667,AZ,Jun,0,1994
45238,9.0,Utilities,45.50823299,-88.20752883,WI,Oct,0,1994
45239,1.2,Utilities,46.79706616,-95.62326851,MN,May,0,2013
45240,5.0,Debris Burning,37.99596846,-81.1058744,WV,Apr,0,2014
45241,3.0,Arson,31.14021227,-88.58995038,MS,Aug,0,1995
45243,10.0,Lightning,45.305,-116.3,ID,Aug,0,1992
45244,15.2,Arson,30.873698,-88.301638,AL,Jan,0,2004
45256,30.0,Arson,34.6168,-95.4836,OK,Mar,0,1995
45261,1.0,Debris Burning,37.49610901,-83.99443817,KY,Apr,0,2013
45262,2.0,Debris Burning,32.732979,-81.13331600000001,SC,Feb,0,2012
45269,17.7,Utilities,35.6353,-96.375,OK,Jul,6,2012
45270,7.0,Debris Burning,48.375,-109.9397,MT,May,0,1996
45272,2.6,Lightning,43.533731,-114.121411,ID,Jul,1,2010
45278,4.4,Debris Burning,33.69022222,-82.76002778,GA,Mar,0,2013
45279,4.3,Debris Burning,30.1424,-82.0113,FL,Mar,0,2011
45283,4.0,Accidental,33.46174664,-88.66165059999999,MS,Oct,0,1998
45284,1.0,Debris Burning,38.513000000000005,-76.21,MD,Jun,0,2014
45295,7.0,Debris Burning,35.77694444,-81.92333333,NC,Apr,0,2012
45297,1.0,Lightning,33.85138889,-109.0,NM,Jun,1,2000
45299,6.0,Lightning,37.2333,-114.3508,NV,Aug,0,1996
45302,1.5,Arson,43.55360576,-73.40510313,NY,May,0,2007
45303,0.56,Utilities,34.61789,-106.76424,NM,Mar,0,2011
45309,1.0,Debris Burning,34.21000001,-95.56966667,OK,Nov,0,2011
45310,4.0,Debris Burning,42.04063276,-75.66153942,NY,Mar,0,2006
45315,2.0,Debris Burning,33.8988,-85.27,GA,Sep,0,2000
45320,0.58,Debris Burning,31.3446,-84.8164,GA,Mar,0,2001
45324,1.0,Utilities,31.633502000000004,-86.72729,AL,Apr,0,2007
45327,3.0,Debris Burning,34.51273,-92.69743,AR,Dec,0,2015
45330,7.2,Lightning,44.4008,-123.7158,OR,Aug,0,2015
45334,0.81,Debris Burning,34.7729,-84.8232,GA,Oct,0,2001
45351,6.0,Utilities,35.72031667,-80.8514,NC,Jun,0,2013
45353,10.0,Arson,34.46373225,-88.623735,MS,Mar,0,1996
45358,1.0,Utilities,35.2618,-120.628533,CA,Dec,0,2013
45362,0.8,Lightning,39.1469,-108.2726,CO,Aug,1,2003
45372,8.0,Arson,31.595725,-81.99240833,GA,Oct,0,2014
45373,7.91,Accidental,31.7893,-81.4722,GA,Jan,0,1992
45380,2.0,Debris Burning,47.942022,-122.066331,WA,Jul,13,2009
45385,85.0,Arson,37.08583333,-84.21916667,KY,Aug,3,1999
45387,2.5,Accidental,33.3834,-110.434,AZ,Apr,0,1994
45388,8.0,Lightning,38.875,-78.34,VA,Sep,12,1998
45389,1.0,Debris Burning,34.094722999999995,-85.446934,AL,Dec,0,2006
45390,2.0,Debris Burning,33.825825,-78.814346,SC,Apr,0,2014
45391,30.0,Lightning,47.3276,-108.3475,MT,Jul,1,2015
45393,1.5,Debris Burning,35.0683333,-87.0783333,TN,Dec,0,2005
45394,1000.0,Debris Burning,33.27859879,-112.7806015,AZ,Mar,1,2012
45400,2.0,Arson,34.19138,-88.01324699999999,AL,Apr,0,2004
45412,35.0,Lightning,48.25805556,-115.7413889,MT,Sep,25,2009
45420,4.0,Debris Burning,32.2551929,-89.12704158,MS,Oct,0,1992
45430,62.0,Lightning,32.6006,-108.6761,NM,Jul,1,2009
45431,2.0,Accidental,38.4027,-120.4844,CA,May,0,1997
45440,1.2,Arson,42.65841499,-73.75735704,NY,May,0,2005
45441,35.0,Arson,38.990131,-122.584569,CA,Jul,0,2002
45448,3.0,Accidental,34.761772,-80.33157299999999,SC,Feb,0,2011
45461,5.0,Utilities,41.2889,-123.8489,CA,Jun,0,2014
45463,1.0,Debris Burning,33.393128000000004,-86.19340799999999,AL,Apr,0,2009
45466,2.0,Debris Burning,32.611839,-86.583158,AL,Oct,0,2006
45471,4.0,Accidental,39.422476,-89.03939,IL,Sep,0,2015
45474,5.2,Debris Burning,30.91426111,-83.64224444,GA,Feb,0,2013
45476,54.1,Lightning,42.80464,-106.81897,WY,Jul,1,2010
45480,10.0,Utilities,33.294084999999995,-86.770258,AL,Mar,0,2006
45490,1.0,Accidental,48.6667,-108.6674,MT,Jan,0,1992
45491,48.8,Lightning,35.4178,-109.3112,AZ,Jun,2,2006
45493,3.0,Lightning,34.0167,-109.694,AZ,Jun,1,1999
45504,2065.0,Lightning,43.9619,-105.1392,WY,Aug,10,2006
45513,250.0,Debris Burning,39.22,-96.18,KS,Mar,0,2015
45515,3.0,Utilities,31.13583333,-94.13611111,TX,Mar,0,1996
45518,10.0,Debris Burning,31.35842568,-90.25842864,MS,Jan,0,2015
45520,10.0,Debris Burning,33.07405883,-109.99251940000002,AZ,Mar,0,1996
45522,15.0,Accidental,31.06723228,-90.66440456,MS,Jan,0,2014
45528,5.0,Lightning,44.8308333,-118.547222,OR,Sep,51,2010
45529,26.0,Debris Burning,38.33705561,-82.50968611,WV,Nov,0,2011
45550,3.0,Debris Burning,37.20687,-85.24707,KY,Mar,0,2011
45555,6080.0,Accidental,36.56972222,-103.0,OK,Dec,0,2005
45557,0.9,Lightning,31.93329471,-82.36246952,GA,Jun,0,2012
45559,6.53,Arson,37.67166667,-90.71222222,MO,Feb,1,2006
45560,26.4,Debris Burning,35.97483333,-75.6625,NC,Mar,1,2012
45562,2.0,Debris Burning,33.082781,-86.08658199999999,AL,Oct,0,2003
45564,15.0,Lightning,42.888958,-106.703906,WY,Aug,0,2010
45570,1.6,Debris Burning,35.7116667,-86.165,TN,Nov,0,2005
45575,10.0,Lightning,46.09444444,-114.82,ID,Sep,49,2003
45576,925.0,Lightning,60.4017,-150.1733,AK,Jul,33,2005
45578,7.0,Arson,43.0933,-100.9843,SD,Oct,0,2003
45580,5.0,Lightning,45.2894,-108.4126,MT,Jul,0,2010
45587,13.0,Debris Burning,31.64814,-86.813164,AL,Mar,0,2005
45593,50.0,Utilities,32.42155,-98.98711667,TX,Jul,0,2011
45600,3.0,Debris Burning,45.3,-107.4507,MT,Mar,0,1994
45601,23.0,Accidental,44.07903,-99.63844,SD,Mar,0,2014
45602,8.0,Utilities,39.30713226,-80.49674292,WV,Nov,0,1998
45608,2.1,Debris Burning,31.50935,-85.339299,AL,Mar,0,2008
45611,4.0,Accidental,47.8703,-94.9533,MN,Apr,0,2014
45625,2.0,Debris Burning,32.15998518,-89.93527167,MS,Feb,0,1995
45626,9.0,Arson,31.05295737,-89.74473625,MS,Mar,0,1999
45629,4.0,Accidental,33.2167,-110.134,AZ,May,0,1993
45631,2.0,Utilities,38.802946,-122.833015,CA,Aug,0,2010
45632,777.0,Debris Burning,28.5707,-82.5778,FL,Mar,14,2013
45633,3.6,Debris Burning,32.5954,-83.0068,GA,Aug,0,1993
45635,3.0,Arson,34.9344,-96.5108,OK,Sep,0,2008
45636,210.0,Lightning,34.40766665,-94.72166665,OK,Jul,2,2009
45639,6.0,Debris Burning,35.1655,-83.29246667,NC,Mar,0,2013
45640,1.5,Utilities,43.25645,-116.08462,ID,Aug,0,2014
45650,5.0,Utilities,25.554,-80.3726,FL,Jan,0,2013
45652,1.0,Lightning,46.3475,-122.0063889,WA,Jul,2,2004
45659,3177.5,Lightning,65.6306,-157.1508,AK,Jun,96,2009
45662,1.0,Arson,47.8,-98.8837,ND,Oct,0,1992
45666,1.5,Arson,33.1162,-111.8921,AZ,Jul,0,2005
45676,134.0,Arson,34.49716,-92.27576,AR,Jun,0,2012
45680,3.0,Lightning,44.2285,-117.1871,OR,Jul,0,1998
45682,2.1,Accidental,43.78583333,-121.5925,OR,May,1,2014
45685,7.0,Debris Burning,32.22964165,-88.96674414,MS,Nov,0,1999
45686,1.0,Debris Burning,46.98190717,-91.78506444,MN,May,0,2013
45692,5.0,Arson,31.43181242,-90.24194472,MS,Mar,0,1996
45703,1.5,Lightning,45.57,-115.3769444,ID,Jul,3,2007
45704,120.0,Arson,36.412667,-83.01666999999999,TN,Mar,3,2007
45707,1.09,Accidental,32.7325,-82.825,GA,Oct,0,1993
45710,72.8,Debris Burning,48.3092,-118.2275,WA,Mar,1,2013
45715,3.0,Arson,35.10175,-119.46762,CA,May,0,1999
45717,1.0,Debris Burning,33.3501,-110.4673,AZ,May,0,1992
45718,3.0,Debris Burning,31.27196289,-89.74935734,MS,Jan,0,1996
45720,2.0,Accidental,45.3666,-106.984,MT,Dec,0,1999
45721,86.0,Lightning,46.0902,-120.291,WA,Jul,1,2009
45722,40.0,Lightning,62.3663,-141.8021,AK,Jun,18,1994
45731,9.0,Debris Burning,38.94,-97.01,KS,Mar,0,2015
45739,2.0,Debris Burning,31.60831818,-89.1960743,MS,Apr,0,1994
45740,1.8,Utilities,45.260290000000005,-87.99461,WI,Apr,0,2015
45749,4.0,Debris Burning,32.40351667,-94.42341667,TX,Mar,0,2010
45752,82.0,Accidental,43.62527778,-103.8838889,SD,Mar,0,2000
45754,1.0,Accidental,35.104095,-82.618507,SC,May,0,2014
45760,28.0,Arson,30.91833333,-89.33,MS,Feb,0,1992
45763,1.0,Debris Burning,38.15055556,-120.3008333,CA,Jan,0,2003
45769,3.0,Arson,36.27722222,-105.7883333,NM,May,1,2012
45771,5.0,Debris Burning,35.596817,-84.861967,TN,Apr,0,2013
45774,2.0,Debris Burning,47.7999,-114.2176,MT,Aug,0,2004
45779,37.0,Debris Burning,40.70569992,-96.39189148,NE,Mar,0,2011
45784,2.0,Lightning,30.18833333,-85.04666667,FL,May,0,1994
45787,8.0,Debris Burning,32.167,-83.6116,GA,Mar,0,1992
45788,1.0,Arson,31.87166667,-93.97166667,TX,Apr,0,1996
45789,3.0,Accidental,66.6938,-145.7196,AK,Sep,2,2004
45792,0.8,Debris Burning,33.29006944,-84.180275,GA,Apr,0,2013
45799,8.2,Arson,33.31805556,-79.88861111,SC,Mar,0,2009
45801,19.0,Lightning,47.45469297,-116.9673382,ID,Aug,8,2014
45804,4.54,Accidental,34.1213,-84.0958,GA,Feb,0,2001
45806,1.0,Arson,46.1742,-100.6721,ND,Jul,0,1997
45812,20.0,Lightning,38.1833,-112.9508,UT,Aug,0,1994
45815,23.5,Lightning,41.9269,-108.884,WY,Jul,21,2006
45816,515.0,Lightning,37.11666667,-101.8083333,KS,Jun,3,1998
45819,20.0,Debris Burning,30.6236,-84.5227,FL,Feb,0,2011
45820,11.0,Arson,34.11916667,-95.054,OK,Sep,1,2011
45830,2.0,Debris Burning,39.11490915,-80.31601305,WV,Dec,0,1994
45834,2.0,Debris Burning,38.3272066,-82.15357815,WV,Mar,0,2001
45835,3.0,Utilities,39.0301,-122.5002,CA,Jul,0,2010
45842,10.0,Accidental,37.9402,-82.8905,KY,Nov,0,2010
45843,104.0,Arson,35.392633000000004,-85.1771,TN,Oct,0,2010
45846,1.08,Accidental,42.72444462,-73.79175319,NY,May,0,2007
45849,314.0,Lightning,43.54666667,-105.1152778,WY,Jul,2,2004
45851,0.7,Accidental,33.8434,-109.4556,AZ,Sep,0,1998
45853,2.5,Utilities,41.14087932,-73.83480887,NY,Aug,0,2005
45856,335.0,Debris Burning,40.356598,-109.347401,UT,Apr,6,2014
45857,3.0,Debris Burning,34.96666667,-76.98333333,NC,Nov,0,1997
45859,1.0,Utilities,37.719589,-120.194331,CA,Jul,0,2003
45860,2.0,Utilities,35.27547,-109.18201,AZ,Jun,1,2011
45864,2.0,Debris Burning,31.9062289,-89.08459834,MS,Apr,0,1993
45868,1.0,Arson,31.00698948,-89.34308726,MS,Mar,0,1994
45869,10.0,Arson,35.7169,-94.585,OK,Mar,0,2009
45871,6.67,Debris Burning,32.47840573,-84.23860469,GA,Apr,0,2011
45878,7.0,Arson,39.74755,-121.66835,CA,Jul,0,2014
45880,1.0,Debris Burning,36.8487,-91.758536,MO,Mar,0,2014
45881,8.0,Debris Burning,42.08027778,-114.3061111,ID,Jun,0,2006
45883,10.3,Utilities,31.312843,-86.658215,AL,Aug,0,2007
45885,4.06,Debris Burning,32.29788611,-83.11735278,GA,Feb,0,2014
45889,1.0,Debris Burning,41.1016,-79.68194,PA,Apr,0,2014
45891,170.0,Arson,35.4633,-95.8842,OK,Jan,1,2006
45892,1.0,Arson,35.554109999999994,-93.5113,AR,Jan,0,2012
45895,10.0,Debris Burning,31.67885897,-89.98992286,MS,Jul,0,2012
45898,2.0,Utilities,36.136617,-120.3904,CA,Sep,0,2012
45903,2.0,Debris Burning,33.632218,-86.925466,AL,Oct,0,2007
45913,3.97,Utilities,46.9229,-114.0547,MT,Aug,1,2015
45916,1.0,Lightning,40.92916667,-106.8655556,CO,Aug,2,2005
45923,40.0,Arson,31.180615000000003,-88.338566,AL,Dec,0,2005
45924,5.0,Accidental,43.7064,-101.0646,SD,Aug,1,2000
45929,1.0,Debris Burning,32.238675,-83.51723333,GA,Dec,0,2013
45931,1.5,Debris Burning,33.549153999999994,-85.962781,AL,Jul,0,2006
45937,15719.0,Lightning,38.2666,-114.1341,NV,Jul,7,2000
45939,3.0,Debris Burning,34.64253333,-79.4525,NC,Apr,0,2014
45941,1900.0,Lightning,42.9597,-113.7919,ID,Aug,1,2012
45945,1.5,Arson,32.30026969,-84.53548187,GA,Oct,0,2011
45950,1.0,Debris Burning,36.502667,-88.78966700000001,TN,Mar,0,2013
45953,20.0,Arson,30.844,-87.9012,AL,Mar,0,2005
45955,41.0,Arson,37.20361111,-91.44333333,MO,Mar,0,2013
45956,19.1,Debris Burning,31.576427,-85.18260500000001,AL,Feb,0,2009
45961,1.7,Debris Burning,45.365,-116.35916670000002,ID,Aug,1,2012
45971,2.02,Utilities,32.3898,-83.32700000000001,GA,Mar,0,1993
45981,5.0,Lightning,36.09998,-113.50077,AZ,Jul,3,1994
45993,0.6,Debris Burning,33.2126,-83.3199,GA,Mar,0,1997
46001,2.0,Lightning,39.9844,-114.1072,NV,Jul,0,2006
46003,1.0,Arson,47.8,-99.0171,ND,Oct,0,1992
46005,2.0,Lightning,33.554866,-103.061083,NM,Apr,0,2015
46019,1.0,Debris Burning,33.63280507,-89.13752224,MS,Jan,0,1994
46020,2.1,Utilities,41.181,-74.1828,NY,Apr,0,2015
46024,1.0,Lightning,47.528,-117.364,WA,Jul,4,2013
46028,560.0,Debris Burning,30.40036214,-88.73066465,MS,Apr,0,1999
46029,2.0,Debris Burning,33.34552222,-84.32659444,GA,Jan,0,2014
46030,20.0,Arson,34.02666667,-116.87,CA,Nov,1,1993
46031,3.06,Accidental,32.8528,-83.8727,GA,May,0,1992
46039,1.5,Accidental,45.90027778,-89.98222222,WI,Apr,0,2001
46041,4.0,Lightning,33.89389,-92.19724,AR,Aug,0,2011
46043,5.0,Lightning,36.57166667,-112.485,AZ,Jun,1,1996
46045,2.0,Lightning,45.87,-114.8383333,ID,Aug,2,1994
46048,0.73,Utilities,32.3214,-83.8738,GA,May,0,1992
46055,2.61,Debris Burning,31.7208,-81.6538,GA,Apr,0,1996
46056,167.0,Accidental,36.112433,-83.76666999999999,TN,Mar,2,2007
46057,2.92,Debris Burning,34.9102,-85.5746,GA,Apr,0,2001
46059,0.51,Accidental,33.9156,-84.0342,GA,Apr,0,1993
46062,1.0,Debris Burning,35.4729,-83.2838,NC,Apr,0,2007
46063,1.0,Lightning,44.07472222,-103.5430556,SD,Jul,1,2003
46064,5.0,Lightning,33.485,-107.89333329999998,NM,Jul,1,1996
46067,1.4,Utilities,48.14570683,-92.8637197,MN,Apr,0,2015
46069,2.0,Arson,25.3973,-80.523,FL,Apr,0,2012
46071,90.0,Debris Burning,44.7359,-105.9594,WY,Apr,0,2015
46072,47.0,Arson,34.64969881,-88.95546028,MS,Mar,0,1995
46076,2.5,Lightning,43.60166667,-122.2383333,OR,Aug,0,1996
46077,5.0,Debris Burning,33.880534999999995,-79.822716,SC,Jan,0,2011
46080,1.0,Arson,47.9786,-99.0153,ND,Apr,0,2007
46089,2.6,Debris Burning,32.58305556,-82.99363889,GA,Aug,0,2014
46091,1.0,Arson,34.76138497,-89.10452668,MS,Mar,0,2012
46093,1.93,Lightning,31.1903,-84.6751,GA,Jul,0,2000
46096,1.0,Accidental,36.0875,-78.92333333,NC,Mar,0,2010
46101,17.0,Utilities,45.97137021,-94.55893882,MN,Sep,0,2012
46104,59788.0,Arson,34.16833333,-117.4813889,CA,Oct,24,2003
46105,17.0,Accidental,38.69916667,-117.5,NV,Oct,2,2012
46120,337.0,Lightning,33.027,-109.5415,AZ,Jun,3,2006
46127,2.0,Arson,31.004667,-87.67460799999999,AL,Jan,0,2004
46128,1.0,Debris Burning,35.5342,-113.4185,AZ,Jun,0,1995
46129,6.24,Debris Burning,32.5269,-83.2245,GA,Mar,0,1994
46133,35.0,Lightning,32.07033333,-97.05783333,TX,Jul,0,2011
46134,1.5,Lightning,43.63138889,-119.2827778,OR,May,2,2009
46139,3.0,Accidental,35.63833333,-118.6133333,CA,Oct,1,1998
46142,10.0,Arson,34.4525,-112.4852778,AZ,Nov,1,1999
46144,20.0,Arson,31.03265,-87.700048,AL,Feb,0,2006
46149,1.5,Lightning,47.5167,-108.1007,MT,Sep,0,1994
46155,0.71,Debris Burning,32.1159,-84.3588,GA,Feb,0,1996
46157,3.5,Debris Burning,33.21572459,-85.10665148,GA,Feb,0,2011
46164,4.0,Lightning,45.0458,-101.2463,SD,Jul,0,2000
46168,28.42,Arson,34.0872,-84.8802,GA,Apr,0,1992
46170,3.0,Debris Burning,34.18333333,-87.44,AL,Feb,2,2001
46171,521.0,Lightning,41.4455,-106.6417,WY,Aug,8,2011
46172,0.8,Lightning,66.4303,-146.7736,AK,Jun,2,2010
46173,20.0,Arson,37.20912681,-81.56236641,WV,Nov,0,1994
46183,2.0,Debris Burning,37.94734178,-81.93296201,WV,Dec,0,2011
46184,1.0,Debris Burning,35.30316667,-79.2545,NC,Apr,0,2013
46185,2.0,Arson,43.0467,-102.376,SD,Feb,0,2005
46186,40.0,Lightning,25.5374,-80.3476,FL,Jun,12,2015
46196,8.0,Utilities,34.47527778,-118.3013889,CA,Sep,0,2005
46197,1.0,Debris Burning,34.27561948,-89.95839474,MS,Apr,0,1995
46204,1.0,Accidental,44.0764,-99.4322,SD,Jul,0,2006
46207,1.0,Arson,33.378702000000004,-86.387509,AL,Aug,0,2006
46214,1.0,Accidental,40.603718,-74.058914,NY,Feb,0,1992
46216,8.0,Arson,37.60555556,-91.32777778,MO,Apr,0,2000
46218,1.0,Lightning,40.58138889,-105.5841667,CO,Jul,2,2001
46233,0.9,Accidental,46.77391595,-95.12886156,MN,May,0,2014
46236,70.0,Lightning,32.111,-111.719,AZ,Jun,2,2012
46237,1.0,Debris Burning,36.80859,-83.83984,KY,Nov,0,2008
46242,1.4,Arson,34.1014,-97.2178,OK,Aug,0,2008
46244,5.0,Utilities,42.6316,-113.2735,ID,May,0,1999
46248,232.0,Lightning,43.6731,-117.2831,OR,Jul,1,2015
46250,0.6,Utilities,36.122,-89.57,TN,Oct,0,2012
46256,2.83,Debris Burning,32.60599242,-82.10253219,GA,Mar,0,2012
46261,1.0,Debris Burning,42.63604502,-76.78560095,NY,May,0,2011
46270,0.8,Debris Burning,35.69783333,-80.26483333,NC,Mar,0,2010
46288,4.0,Arson,34.3834,-94.8502,OK,Feb,0,1995
46295,1.0,Arson,41.17647,-75.99316999999999,PA,Sep,0,2015
46305,2.15,Lightning,43.185,-121.56333329999998,OR,May,0,2013
46308,13.0,Arson,38.11378119,-82.4654282,WV,Feb,0,1992
46310,0.7,Lightning,36.27018,-112.22567,AZ,Jul,0,2002
46311,2.0,Accidental,47.9828,-101.9471,ND,Aug,0,1999
46314,10.0,Lightning,39.3042,-111.7194,UT,Sep,2,2011
46321,2.0,Accidental,47.8691,-95.0883,MN,Mar,0,2003
46323,1.85,Lightning,29.37222222,-81.67027778,FL,Jun,5,2007
46325,30487.0,Arson,32.1753,-104.4903,NM,Jun,7,2011
46329,27.0,Arson,34.050949,-85.499714,AL,Oct,0,2005
46333,7.0,Utilities,29.9528,-82.515,FL,Feb,0,2011
46337,3.0,Lightning,64.4828,-150.8191,AK,Jul,0,1995
46355,8.5,Lightning,37.81111111,-118.7111111,CA,Aug,3,2007
46358,0.8,Debris Burning,35.20578,-106.58419,NM,Jan,0,2008
46359,76.0,Arson,31.00475759,-89.62144459,MS,Mar,0,1996
46363,1.1,Arson,35.4047,-96.1936,OK,Mar,0,2010
46368,1.0,Arson,25.503767,-80.570512,FL,Dec,0,1994
46369,1.0,Arson,41.0733,-123.6872,CA,Jun,0,2015
46378,1.0,Arson,42.71485709,-73.66453464,NY,Apr,0,2008
46379,42.0,Arson,46.9944,-95.5006,MN,Apr,0,2006
46380,30.0,Arson,30.406909,-88.148839,AL,Mar,0,2004
46384,11.2,Utilities,34.55055556,-118.6658333,CA,Jun,0,2015
46387,1.0,Utilities,33.52456,-93.20039,AR,Jun,0,2012
46390,7.0,Utilities,31.072269,-85.781514,AL,Jun,0,2007
46391,1.2,Arson,44.06625,-70.5695,ME,Jul,0,2011
46395,1.0,Debris Burning,30.61881,-94.35603,TX,Jan,0,2000
46398,50.0,Lightning,35.14416667,-84.55166667,TN,Jun,5,2012
46400,1360.0,Lightning,37.1722,-108.2423,CO,Aug,4,2002
46401,2.5,Arson,28.4775,-82.5538,FL,Jan,0,2012
46404,1.18,Debris Burning,33.4522,-82.2762,GA,Oct,0,2001
46406,33.0,Arson,34.64149886,-89.56608047,MS,Feb,0,1993
46412,1.0,Arson,41.0367,-123.6697,CA,Jul,0,2012
46415,4.23,Arson,34.2415,-84.9641,GA,May,0,1992
46419,1.0,Lightning,39.395,-119.815,NV,Mar,0,1992
46420,0.68,Debris Burning,37.263533,-120.392283,CA,Apr,0,2015
46421,6.0,Accidental,43.1046,-123.2784,OR,Oct,0,1998
46426,1.2,Arson,44.54999894,-67.7833317,ME,May,0,1993
46427,10.0,Utilities,34.6975,-98.7933,OK,Nov,0,2004
46430,7.3,Arson,39.1821,-119.6805,NV,Aug,1,2003
46432,10.0,Debris Burning,40.11964,-97.05168,NE,Mar,0,2014
46436,1.0,Debris Burning,39.40432014,-79.84724272,WV,May,0,2000
46440,4.0,Accidental,43.2428,-100.8607,SD,Feb,0,2000
46442,2.0,Arson,38.75647956,-81.79304032,WV,Apr,1,2005
46452,6800.0,Debris Burning,33.27388889,-116.85694440000002,CA,Sep,5,1999
46453,2.0,Lightning,37.3666,-114.9864,NV,Aug,0,2000
46455,0.84,Debris Burning,32.85630556,-84.36949722,GA,Nov,0,2013
46458,350.0,Debris Burning,34.93027778,-119.73166670000002,CA,May,1,2009
46464,15.0,Debris Burning,38.9,-95.9,KS,Apr,0,2015
46465,60.0,Accidental,45.50138889,-111.76805559999998,MT,Apr,0,1999
46467,1.0,Lightning,46.27,-113.8366667,MT,Jul,1,1994
46481,28.0,Utilities,43.706140000000005,-102.57731,SD,Jul,0,1999
46484,2.0,Debris Burning,34.82288939,-88.22366142,MS,Mar,0,2014
46486,1.5,Arson,46.3894,-100.6,ND,Apr,0,2010
46490,1.0,Arson,34.75111111,-98.57944444,OK,Feb,0,2006
46491,1.3,Lightning,45.00833333,-122.0563889,OR,Aug,4,2013
46492,6.0,Utilities,31.15416667,-94.437,TX,Mar,0,2011
46493,0.67,Lightning,42.4445212,-75.98903713,NY,Apr,0,2004
46499,25.2,Accidental,44.1369,-99.5828,SD,Jul,0,2009
